Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,geometry,index_right,GEOID_20,TRACT_20_N,AREA_SQMI
ELEC,AMZ SEA42 - 46,2116 7th Ave,Across from elevators,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616427,-122.339052,2024-12-09,330292,2024-12-09 02:07:52 UTC,,,,2024-03-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339052 47.616427),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA42 - 45,2116 7th Ave,Across from elevators,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616442,-122.339095,2024-12-09,330293,2024-12-09 02:07:52 UTC,,,,2024-03-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339095 47.616442),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA42 - 44,2116 7th Ave,Around the corner from elevators,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616416,-122.339066,2024-12-09,330294,2024-12-09 02:07:52 UTC,,,,2024-03-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339066 47.616416),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,North Admiral - CA Ave SW,2106 California Ave SW,,Seattle,WA,98116,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.585163,-122.386314,2024-12-09,330512,2024-12-09 02:46:32 UTC,,,,2024-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.386314 47.585163),136.0,53033009600,Census Tract 96,1.2710587989
ELEC,North Beacon Hill - 12th Ave S,1435 12th Ave S,,Seattle,WA,98144,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.590301,-122.317437,2024-12-09,330513,2024-12-09 02:46:32 UTC,,,,2024-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.317437 47.590301),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,Bitter Lake - N 143rd St,897 N 143rd St.,,Seattle,WA,98133,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.73227,-122.348276,2024-12-09,330514,2024-12-09 02:46:33 UTC,,,,2024-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.348276 47.73227),7.0,53033000404,Census Tract 4.04,0.243618831559
ELEC,Wallingford - N 46th St,1721 N 46th St,,Seattle,WA,98103,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.662076,-122.337269,2024-12-09,330515,2024-12-09 02:46:33 UTC,,,,2024-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.337269 47.662076),64.0,53033005000,Census Tract 50,0.292410694152
ELEC,Olympic Hills - NE 143rd St,1645 NE 143rd St,,Seattle,WA,98125,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.73205,-122.310953,2024-12-09,330516,2024-12-09 02:46:33 UTC,,,,2024-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.310953 47.73205),2.0,53033000201,Census Tract 2.01,0.697538274969
ELEC,AMZ SEA42 - 34,2100 7th Ave,Around the corner from elevators,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616286,-122.33881,2024-12-09,330601,2024-12-09 02:07:51 UTC,,,,2024-03-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.33881 47.616286),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMLI MARK 24 MARK24 RETAIL,1723 NW Market St,,Seattle,WA,98107,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.668673,-122.380077,2024-12-09,330712,2024-12-09 02:08:15 UTC,,,,2024-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.380077 47.668673),58.0,53033004701,Census Tract 47.01,0.288908305896
ELEC,325 Eastlake,325 Eastlake Avenue East,,Seattle,WA,98109,,888-998-2546,T,2024-09-14,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,8.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6214014,-122.3295578,2024-12-09,330886,2024-12-09 00:23:15 UTC,,,,2012-01-05,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3295578 47.6214014),101.0,53033007301,Census Tract 73.01,0.0968256466811
ELEC,Lower Queen Anne - W Mercer St,317 W Mercer St,,Seattle,WA,98119,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.624524,-122.361645,2024-12-09,331528,2024-12-09 02:46:37 UTC,,,,2024-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.361645 47.624524),97.0,53033007102,Census Tract 71.02,0.129688249628
ELEC,Adams - NW 57th St,1722 NW 57th St,,Seattle,WA,98107,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.670267,-122.379498,2024-12-09,331529,2024-12-09 02:46:37 UTC,,,,2024-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.379498 47.670267),59.0,53033004702,Census Tract 47.02,0.102857686767
ELEC,Fremont - Whitman Ave N,3930 Whitman Ave N,,Seattle,WA,98103,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.6549,-122.345912,2024-12-09,331530,2024-12-09 02:46:37 UTC,,,,2024-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.345912 47.6549),74.0,53033005402,Census Tract 54.02,0.179104319659
ELEC,Eastlake - Fairview Ave E,1936 Fairview Ave E,,Seattle,WA,98102,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.636641,-122.328705,2024-12-09,331531,2024-12-09 02:46:37 UTC,,,,2024-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.328705 47.636641),88.0,53033006600,Census Tract 66,0.752186307628
ELEC,Riverview - 17th Ave SW,7021 17th Ave SW,,Seattle,WA,98106,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.540413,-122.356173,2024-12-09,331532,2024-12-09 02:46:37 UTC,,,,2024-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.356173 47.540413),157.0,53033010800,Census Tract 108,1.72319721488
ELEC,AMZ SEA23 - 4,535 Terry Ave N,,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.624209,-122.337729,2024-12-09,331944,2024-12-09 02:09:25 UTC,,,,2024-04-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.337729 47.624209),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,AMZ SEA23 - 5,535 Terry Ave N,Near P2 Elevator Lobby,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.624085,-122.337727,2024-12-09,331945,2024-12-09 02:09:25 UTC,,,,2024-04-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.337727 47.624085),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,AMZ SEA24 - 10,512 Boren Ave N,Near P1 Elevator Lobby,Seattle,WA,98109,,888-758-4389,T,2024-11-20,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.623802,-122.335507,2024-12-09,331946,2024-12-09 02:09:25 UTC,,,,2024-04-09,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.335507 47.623802),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,AMZ SEA24 - 9,1113 Mercer St,,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.623721,-122.335511,2024-12-09,331947,2024-12-09 02:09:26 UTC,,,,2024-04-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.335511 47.623721),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,7th & Pine LLC - Garage,1508 7th Avenue,,Seattle,WA,98101,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.61181562734982,-122.33325164528084,2024-12-09,331955,2024-12-09 00:16:14 UTC,,,,2024-04-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3332516452808 47.61181562734982),121.0,53033008200,Census Tract 82,0.145086297145
ELEC,Tilt49 Realty,1812 Boren Avenue,,Seattle,WA,98101,,888-998-2546,E,,Public,24 hours daily,,,,,,10.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6170248,-122.3322181,2024-12-09,332307,2024-12-09 00:11:35 UTC,,,,2015-03-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3322181 47.6170248),102.0,53033007302,Census Tract 73.02,0.120837970105
ELEC,DOL WEST SEATTLE 1,2420 SW Dakota St,,Seattle,WA,98106,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.566899,-122.36456,2024-12-09,332562,2024-12-09 02:06:23 UTC,,,,2024-04-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.36456 47.566899),141.0,53033009900,Census Tract 99,3.45006618221
ELEC,Westin-Seattle,1900 5th ave,,Seattle,WA,98101,,1-888-222-6618,E,,Public,,,,,,,6.0,,,NOODOE,https://www.noodoe.com,GPS,47.613691,-122.33813,2024-12-09,332896,2024-12-09 03:58:23 UTC,,,,2024-04-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.33813 47.613691),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,Russell Investments Center,"1301 Second Ave, Suite 400",,Seattle,WA,98101,,1-844-226-3873,E,,Public,,,,,,,8.0,,,ABM,https://info.abm.com/SimplifyEV,GPS,47.607943,-122.338246,2024-12-09,333102,2024-12-09 03:59:02 UTC,,,,2024-06-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338246 47.607943),119.0,53033008101,Census Tract 81.01,0.211574177716
ELEC,Puget Sound Plaza Garage,315 Union St.,,Seattle,WA,98101,,1-844-226-3873,E,,Public,,,,,,,4.0,,,ABM,https://info.abm.com/SimplifyEV,GPS,47.6086916,-122.3358846,2024-12-09,333296,2024-12-09 03:59:33 UTC,,,,2024-04-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3358846 47.6086916),120.0,53033008102,Census Tract 81.02,0.250155997697
ELEC,Financial Center Garage,324 University St,,Seattle,WA,98101,,1-844-226-3873,E,,Public,,,,,,,4.0,,,ABM,https://info.abm.com/SimplifyEV,GPS,47.6080393,-122.335645,2024-12-09,333297,2024-12-09 03:59:33 UTC,,,,2024-04-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.335645 47.6080393),120.0,53033008102,Census Tract 81.02,0.250155997697
ELEC,1200 Fifth Ave Garage,201 University St,,Seattle,WA,98101,,1-844-226-3873,E,,Public,,,,,,,4.0,,,ABM,https://info.abm.com/SimplifyEV,GPS,47.607309,-122.3370886,2024-12-09,333298,2024-12-09 03:59:34 UTC,,,,2024-04-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3370886 47.607309),120.0,53033008102,Census Tract 81.02,0.250155997697
ELEC,Rose II Apartment,7930 Rainier Ave S,,Seattle,WA,98118,,949-945-2000,E,,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,8.0,,,EVGATEWAY,http://evgateway.com/,200-8,47.53083,-122.26949,,333969,2024-04-29 18:47:13 UTC,P,,,2023-12-13,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.26949 47.53083),171.0,53033011801,Census Tract 118.01,0.691583205454
ELEC,UW Northgate,9750 3Rd Ave Ne,,Seattle,WA,98115,,206-947-5500,E,,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2.0,,,AMPUP,https://ampup.io/,GPS,47.7005705,-122.3249883,2024-05-09,335291,2024-05-09 20:32:20 UTC,P,,,2023-11-09,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.3249883 47.7005705),25.0,53033001900,Census Tract 19,0.643694456142
ELEC,AMZ SEA29-13,207 Boren Avenue North,Near P3 Elevator Lobby,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.62059,-122.336423,2024-12-09,335663,2024-12-09 02:09:54 UTC,,,,2024-05-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.336423 47.62059),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,AMZ SEA29-12,207 Boren Avenue North,Near P3 Elevator Lobby,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.620647,-122.336378,2024-12-09,335664,2024-12-09 02:09:54 UTC,,,,2024-05-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.336378 47.620647),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,AMZ SEA29 - 15,207 Boren Avenue North,Near P3 Elevator Lobby,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.620681,-122.336432,2024-12-09,335665,2024-12-09 02:09:54 UTC,,,,2024-05-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.336432 47.620681),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,AMZ SEA29-10,207 Boren Avenue North,Near P3 Elevator Lobby,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.620723,-122.336356,2024-12-09,335666,2024-12-09 02:09:54 UTC,,,,2024-05-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.336356 47.620723),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,AMZ SEA29-11,207 Boren Avenue North,Near P3 Elevator Lobby,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.620727,-122.33641,2024-12-09,335667,2024-12-09 02:09:54 UTC,,,,2024-05-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.33641 47.620727),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,AMZ SEA29-14,207 Boren Avenue North,Near P3 Elevator Lobby,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.620594,-122.336382,2024-12-09,335668,2024-12-09 02:09:54 UTC,,,,2024-05-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.336382 47.620594),103.0,53033007303,Census Tract 73.03,0.121046989548
ELEC,3400 Stone LLC,3400 Stone Way North,,Seattle,WA,98103,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.648715,-122.342289,2024-12-09,346055,2024-12-09 00:18:24 UTC,,,,2022-12-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342289 47.648715),73.0,53033005401,Census Tract 54.01,0.529497521728
ELEC,Seattle Housing Authority,101 Elliott Avenue West,,Seattle,WA,98119,,888-998-2546,E,,Public,24 hours daily,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.619075,-122.359573,2024-12-09,346210,2024-12-09 00:16:48 UTC,,,,2012-02-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.359573 47.619075),97.0,53033007102,Census Tract 71.02,0.129688249628
ELEC,DC CORRIDOR N SEA COL L2-1,9600 College Way N,west of library building,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.699147,-122.334521,2024-12-09,347491,2024-12-09 02:11:56 UTC,,,,2024-06-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.334521 47.699147),25.0,53033001900,Census Tract 19,0.643694456142
ELEC,DC CORRIDOR N SEA COL L2-2,9600 College Way N,west of library building,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.69921,-122.334525,2024-12-09,347492,2024-12-09 02:11:56 UTC,,,,2024-06-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.334525 47.69921),25.0,53033001900,Census Tract 19,0.643694456142
ELEC,AMZ SEA43 - 21,2250 7th Ave,Near entrance,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.617233,-122.340515,2024-12-09,347793,2024-12-09 02:11:44 UTC,,,,2024-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340515 47.617233),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA43 - 22,2250 7th Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61739,-122.340317,2024-12-09,347794,2024-12-09 02:11:44 UTC,,,,2024-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340317 47.61739),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA43 - 20,2250 7th Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.617339,-122.340254,2024-12-09,347795,2024-12-09 02:11:44 UTC,,,,2024-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340254 47.617339),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA43 - 23,2250 7th Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.617271,-122.340472,2024-12-09,347796,2024-12-09 02:11:44 UTC,,,,2024-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340472 47.617271),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA43 - 25,2250 7th Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.617423,-122.34026,2024-12-09,347797,2024-12-09 02:11:44 UTC,,,,2024-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.34026 47.617423),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA43 - 24,2250 7th Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.617368,-122.34021,2024-12-09,347798,2024-12-09 02:11:44 UTC,,,,2024-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.34021 47.617368),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA43 - 26,2250 7th Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.617022,-122.339827,2024-12-09,347799,2024-12-09 02:11:45 UTC,,,,2024-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339827 47.617022),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA43 - 27,2250 7th Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.617321,-122.340248,2024-12-09,347800,2024-12-09 02:11:45 UTC,,,,2024-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340248 47.617321),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA43 - 28,2250 7th Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.617311,-122.340362,2024-12-09,347801,2024-12-09 02:11:45 UTC,,,,2024-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340362 47.617311),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,Lower Queen Anne - Valley St,560 Valley St,,Seattle,WA,98109,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.62631,-122.345931,2024-12-09,348000,2024-12-09 02:46:37 UTC,,,,2024-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.345931 47.62631),90.0,53033006702,Census Tract 67.02,0.117659119443
ELEC,West Queen Anne - W Olympic Pl,550 W Olympic Pl,,Seattle,WA,98119,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.627045,-122.364337,2024-12-09,348001,2024-12-09 02:46:38 UTC,,,,2024-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.364337 47.627045),93.0,53033006900,Census Tract 69,0.34945250269
ELEC,Madison Park - E McGilvra St,4022 E McGilvra St,,Seattle,WA,98112,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.640795,-122.28028,2024-12-09,348002,2024-12-09 02:46:38 UTC,,,,2024-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.28028 47.640795),85.0,53033006300,Census Tract 63,2.3721440992
ELEC,Stevens - 15th Ave,1724 15th Ave,,Seattle,WA,98122,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.617254,-122.312717,2024-12-09,348003,2024-12-09 02:46:38 UTC,,,,2024-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.312717 47.617254),114.0,53033007901,Census Tract 79.01,0.103173048036
ELEC,Riverview - 16th Ave SW,5995 16th Ave SW,,Seattle,WA,98106,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.547948,-122.354952,2024-12-09,348004,2024-12-09 02:46:39 UTC,,,,2024-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.354952 47.547948),157.0,53033010800,Census Tract 108,1.72319721488
